feature_x0,feature_x1,target_y
0.056,0.033,0.044
0.372,0.433,0.403
0.213,0.172,0.193
0.118,0.130,0.124
0.175,0.059,0.117
0.977,0.585,0.781
0.401,0.949,0.675
0.196,0.163,0.179
0.116,0.859,0.487
0.203,0.979,0.591
0.285,0.203,0.244
0.945,0.546,0.746
0.857,0.068,0.463
0.180,0.058,0.119
0.314,0.927,0.621
0.384,0.487,0.435
0.668,0.731,0.700
0.733,0.411,0.572
0.489,0.710,0.600
0.149,0.930,0.539
0.025,0.952,0.488
0.748,0.590,0.669
0.977,0.590,0.783
0.073,0.116,0.095
0.515,0.147,0.331
0.957,0.285,0.621
0.550,0.672,0.611
0.210,0.916,0.563
0.013,0.704,0.358
0.609,0.676,0.642
0.144,0.405,0.275
0.179,0.887,0.533
0.503,0.628,0.566
0.904,0.833,0.869
0.349,0.559,0.454
0.598,0.820,0.709
0.235,0.854,0.544
0.824,0.409,0.617
0.065,0.452,0.259
0.888,0.205,0.546
0.640,0.315,0.477
0.071,0.438,0.255
0.483,0.090,0.286
0.996,0.715,0.856
0.430,0.813,0.622
0.756,0.765,0.760
0.842,0.868,0.855
0.102,0.655,0.379
0.678,0.026,0.352
0.915,0.896,0.905
0.774,0.631,0.703
0.347,0.316,0.332
0.660,0.840,0.750
0.043,0.517,0.280
0.651,0.379,0.515
0.161,0.594,0.378
0.330,0.057,0.194
0.557,0.673,0.615
0.890,0.985,0.938
0.054,0.918,0.486
0.144,0.750,0.447
0.380,0.167,0.274
0.075,0.302,0.189
0.016,0.865,0.441
0.486,0.313,0.400
0.579,0.452,0.515
0.810,0.821,0.816
0.481,0.536,0.508
0.639,0.680,0.659
0.230,0.220,0.225
0.915,0.004,0.460
0.563,0.044,0.303
0.780,0.779,0.779
0.496,0.268,0.382
0.048,0.626,0.337
0.618,0.174,0.396
0.252,0.203,0.228
0.442,0.676,0.559
0.236,0.713,0.474
0.974,0.512,0.743
0.762,0.366,0.564
0.004,0.424,0.214
0.869,0.574,0.722
0.558,0.413,0.485
0.390,0.319,0.354
0.679,0.130,0.405
0.355,0.117,0.236
0.086,0.187,0.137
0.031,0.508,0.270
0.213,0.649,0.431
0.822,0.381,0.602
0.961,0.865,0.913
0.839,0.759,0.799
0.492,0.375,0.433
0.824,0.362,0.593
0.696,0.003,0.349
0.753,0.716,0.735
0.385,0.942,0.663
0.066,0.247,0.157
0.585,0.133,0.359
0.945,0.137,0.541
0.256,0.630,0.443
0.146,0.803,0.474
0.697,0.164,0.430
0.143,0.720,0.431
0.119,0.635,0.377
0.889,0.322,0.606
0.652,0.126,0.389
0.169,0.608,0.389
0.019,0.930,0.474
0.871,0.639,0.755
0.834,0.968,0.901
0.599,0.916,0.757
0.322,0.075,0.199
0.786,0.741,0.763
0.487,0.560,0.523
0.697,0.570,0.633
0.960,0.432,0.696
0.379,0.520,0.450
0.344,0.381,0.362
0.793,0.905,0.849
0.007,0.697,0.352
0.685,0.114,0.400
0.525,0.294,0.409
0.575,0.383,0.479
0.084,0.729,0.406
0.530,0.057,0.293
0.170,0.796,0.483
0.311,0.725,0.518
0.652,0.663,0.657
0.646,0.808,0.727
0.496,0.468,0.482
0.421,0.499,0.460
0.783,0.156,0.469
0.407,0.137,0.272
0.009,0.679,0.344
0.901,0.240,0.571
0.003,0.378,0.191
0.064,0.660,0.362
0.575,0.836,0.706
0.653,0.312,0.482
0.351,0.863,0.607
0.333,0.659,0.496
0.975,0.655,0.815
0.049,0.215,0.132
0.221,0.166,0.194
0.259,0.645,0.452
0.734,0.285,0.509
0.046,0.474,0.260
0.981,0.549,0.765
0.372,0.719,0.545
0.291,0.268,0.280
0.592,0.628,0.610
0.878,0.340,0.609
0.386,0.955,0.670
0.827,0.521,0.674
0.108,0.555,0.332
0.862,0.618,0.740
0.237,0.110,0.173
0.170,0.194,0.182
0.172,0.479,0.326
0.523,0.998,0.760
0.846,0.671,0.758
0.010,0.607,0.308
0.960,0.702,0.831
0.607,0.179,0.393
0.758,0.865,0.811
0.002,0.764,0.383
0.928,0.358,0.643
0.991,0.640,0.816
0.057,0.520,0.288
0.903,0.994,0.949
0.293,0.167,0.230
0.496,0.304,0.400
0.331,0.512,0.421
0.672,0.186,0.429
0.969,0.028,0.498
0.269,0.378,0.324
0.160,0.778,0.469
0.366,0.244,0.305
0.015,0.777,0.396
0.253,0.359,0.306
0.370,0.293,0.332
0.879,0.411,0.645
0.013,0.649,0.331
0.337,0.394,0.365
0.320,0.378,0.349
0.420,0.800,0.610
0.430,0.594,0.512
0.191,0.465,0.328
0.554,0.026,0.290
0.101,0.270,0.185
0.507,0.679,0.593
0.054,0.903,0.478
0.190,0.105,0.147
0.258,0.537,0.398
0.932,0.686,0.809
0.947,0.058,0.502
0.736,0.552,0.644
0.895,0.116,0.505
0.728,0.883,0.805
0.014,0.742,0.378
0.982,0.914,0.948
0.795,0.665,0.730
0.538,0.899,0.719
0.260,0.138,0.199
0.434,0.168,0.301
0.206,0.524,0.365
0.950,0.238,0.594
0.970,0.411,0.691
0.307,0.089,0.198
0.714,0.141,0.427
0.862,0.561,0.712
0.199,0.328,0.264
0.564,0.385,0.474
0.574,0.426,0.500
0.225,0.853,0.539
0.697,0.908,0.802
0.715,0.741,0.728
0.232,0.909,0.571
0.782,0.150,0.466
0.177,0.221,0.199
0.086,0.847,0.467
0.568,0.060,0.314
0.468,0.839,0.653
0.524,0.012,0.268
0.608,0.386,0.497
0.670,0.592,0.631
0.891,0.841,0.866
0.227,0.019,0.123
0.955,0.035,0.495
0.737,0.735,0.736
0.057,0.276,0.167
0.947,0.653,0.800
0.370,0.046,0.208
0.895,0.771,0.833
0.981,0.755,0.868
0.758,0.254,0.506
0.572,0.204,0.388
0.508,0.717,0.613
0.174,0.108,0.141
0.988,0.221,0.605
0.803,0.696,0.750
0.697,0.101,0.399
0.693,0.293,0.493
0.172,0.040,0.106
0.841,0.275,0.558
0.106,0.376,0.241
0.842,0.058,0.450
0.024,0.213,0.118
0.210,0.159,0.184
0.019,0.570,0.294
0.523,0.574,0.548
0.061,0.641,0.351
0.292,0.444,0.368
0.555,0.288,0.421
0.496,0.917,0.707
0.790,0.885,0.838
0.134,0.675,0.405
0.933,0.695,0.814
0.917,0.043,0.480
0.349,0.046,0.198
0.525,0.535,0.530
0.651,0.140,0.396
0.008,0.874,0.441
0.933,0.759,0.846
0.269,0.135,0.202
0.120,0.650,0.385
0.848,0.030,0.439
0.441,0.085,0.263
0.116,0.482,0.299
0.716,0.781,0.749
0.039,0.915,0.477
0.964,0.185,0.575
0.232,0.441,0.337
0.979,0.081,0.530
0.702,0.188,0.445
0.261,0.288,0.275
0.302,0.078,0.190
0.080,0.723,0.402
0.855,0.552,0.704
0.727,0.341,0.534
0.905,0.924,0.914
0.256,0.915,0.586
0.855,0.417,0.636
0.108,0.595,0.351
0.180,0.315,0.247
0.578,0.518,0.548
0.329,0.042,0.185
0.591,0.809,0.700
0.925,0.106,0.515
0.056,0.215,0.136
0.055,0.597,0.326
0.804,0.527,0.665
0.261,0.708,0.484
0.921,0.055,0.488
0.856,0.106,0.481
0.486,0.826,0.656
0.100,0.081,0.090
0.033,0.814,0.423
0.967,0.597,0.782
0.221,0.623,0.422
0.285,0.068,0.176
0.981,0.203,0.592
0.656,0.211,0.433
0.258,0.381,0.320
0.732,0.406,0.569
0.178,0.171,0.174
0.745,0.246,0.495
0.447,0.978,0.713
0.174,0.857,0.515
0.836,0.990,0.913
0.799,0.435,0.617
0.062,0.094,0.078
0.389,0.106,0.247
0.200,0.262,0.231
0.044,0.641,0.343
0.872,0.555,0.714
0.478,0.851,0.664
0.918,0.464,0.691
0.966,0.565,0.765
0.140,0.583,0.361
0.061,0.531,0.296
0.023,0.384,0.203
0.079,0.342,0.210
0.031,0.104,0.068
0.992,0.567,0.779
0.843,0.340,0.592
0.586,0.235,0.410
0.425,0.325,0.375
0.859,0.818,0.839
0.767,0.481,0.624
0.153,0.508,0.331
0.503,0.208,0.355
0.511,0.715,0.613
0.213,0.886,0.549
0.769,0.232,0.500
0.617,0.101,0.359
0.424,0.290,0.357
0.030,0.967,0.498
0.891,0.150,0.520
0.554,0.722,0.638
0.134,0.733,0.433
0.011,0.169,0.090
0.253,0.554,0.404
0.218,0.461,0.340
0.878,0.418,0.648
0.481,0.009,0.245
0.107,0.857,0.482
0.920,0.630,0.775
0.369,0.362,0.365
0.190,0.075,0.133
0.018,0.115,0.067
0.004,0.127,0.066
0.627,0.290,0.459
0.591,0.952,0.771
0.861,0.361,0.611
0.499,0.832,0.665
0.567,0.109,0.338
0.246,0.782,0.514
0.985,0.208,0.597
0.409,0.487,0.448
0.269,0.295,0.282
0.727,0.913,0.820
0.652,0.273,0.463
0.520,0.581,0.550
0.525,0.528,0.526
0.863,0.510,0.686
0.392,0.862,0.627
0.665,0.562,0.614
0.729,0.251,0.490
0.592,0.180,0.386
0.621,0.480,0.550
0.263,0.190,0.227
0.210,0.382,0.296
0.875,0.536,0.706
0.265,0.250,0.258
0.395,0.130,0.263
0.219,0.622,0.420
0.301,0.573,0.437
0.594,0.281,0.438
0.473,0.232,0.352
0.930,0.414,0.672
0.937,0.772,0.855
0.188,0.283,0.235
0.164,0.808,0.486
0.851,0.800,0.826
0.406,0.009,0.207
0.083,0.024,0.053
0.302,0.105,0.203
0.943,0.149,0.546
0.423,0.568,0.495
0.974,0.495,0.735
0.989,0.231,0.610
0.183,0.386,0.284
0.559,0.003,0.281
0.874,0.275,0.575
0.382,0.308,0.345
0.032,0.985,0.508
0.148,0.121,0.135
0.156,0.067,0.112
0.592,0.696,0.644
0.817,0.501,0.659
0.052,0.260,0.156
0.360,0.747,0.553
0.216,0.555,0.386
0.450,0.391,0.420
0.828,0.894,0.861
0.267,0.311,0.289
0.202,0.570,0.386
0.963,0.484,0.724
0.352,0.338,0.345
0.192,0.662,0.427
0.959,0.584,0.771
0.229,0.443,0.336
0.923,0.016,0.469
0.415,0.011,0.213
0.896,0.168,0.532
0.942,0.695,0.819
0.338,0.940,0.639
0.509,0.073,0.291
0.714,0.375,0.544
0.893,0.178,0.535
0.046,0.053,0.050
0.025,0.228,0.127
0.265,0.435,0.350
0.311,0.934,0.623
0.136,0.735,0.435
0.001,0.982,0.491
0.462,0.775,0.619
0.140,0.762,0.451
0.094,0.754,0.424
0.072,0.851,0.462
0.862,0.805,0.834
0.955,0.462,0.709
0.235,0.699,0.467
0.868,0.110,0.489
0.879,0.410,0.644
0.213,0.342,0.278
0.657,0.117,0.387
0.233,0.754,0.493
0.915,0.130,0.522
0.660,0.487,0.574
0.045,0.793,0.419
0.178,0.564,0.371
0.388,0.959,0.673
0.078,0.193,0.136
0.738,0.226,0.482
0.634,0.074,0.354
0.834,0.815,0.825
0.911,0.863,0.887
0.470,0.556,0.513
0.371,0.820,0.596
0.230,0.041,0.136
0.422,0.236,0.329
0.166,0.599,0.383
0.834,0.970,0.902
0.964,0.501,0.733
0.530,0.149,0.340
0.304,0.426,0.365
0.656,0.008,0.332
0.906,0.438,0.672
0.809,0.311,0.560
0.136,0.969,0.552
0.269,0.224,0.246
0.445,0.617,0.531
0.297,0.779,0.538
0.883,0.311,0.597
0.608,0.504,0.556
0.170,0.310,0.240
0.511,0.128,0.320
0.909,0.589,0.749
0.323,0.954,0.638
0.029,0.764,0.397
0.741,0.792,0.766
0.211,0.936,0.574
0.117,0.833,0.475
0.544,0.061,0.302
0.531,0.498,0.514
0.899,0.606,0.752
0.972,0.604,0.788
0.138,0.943,0.540
0.965,0.808,0.886
0.332,0.577,0.455
0.545,0.020,0.282
0.195,0.197,0.196
0.133,0.728,0.430
0.637,0.691,0.664
0.827,0.952,0.889
0.552,0.875,0.714
0.582,0.798,0.690
0.934,0.431,0.682
0.795,0.717,0.756
0.906,0.006,0.456
0.637,0.217,0.427
0.821,0.677,0.749
0.010,0.603,0.306
0.674,0.587,0.630
0.811,0.797,0.804
0.726,0.833,0.779
0.649,0.810,0.730
0.679,0.368,0.523
0.014,0.138,0.076
0.712,0.579,0.645
0.354,0.800,0.577
0.427,0.237,0.332
0.745,0.478,0.612
0.428,0.866,0.647
0.679,0.107,0.393
0.975,0.008,0.491
0.707,0.177,0.442
0.628,0.908,0.768
0.474,0.489,0.481
0.172,0.368,0.270
0.085,0.450,0.268
0.174,0.124,0.149
0.897,0.681,0.789
0.733,0.378,0.555
0.208,0.852,0.530
0.377,0.993,0.685
0.556,0.699,0.627
0.657,0.338,0.497
0.605,0.572,0.589
0.085,0.960,0.522
0.963,0.605,0.784
0.234,0.910,0.572
0.446,0.350,0.398
0.306,0.823,0.565
0.150,0.884,0.517
0.910,0.356,0.633
0.999,0.994,0.997
0.544,0.228,0.386
0.038,0.002,0.020
0.046,0.906,0.476
0.386,0.429,0.407
0.230,0.608,0.419
0.707,0.405,0.556
0.057,0.613,0.335
0.977,0.402,0.690
0.541,0.500,0.520
0.847,0.534,0.691
0.342,0.736,0.539
0.449,0.492,0.470
0.350,0.204,0.277
0.059,0.467,0.263
0.435,0.417,0.426
0.427,0.924,0.675
0.846,0.129,0.487
0.943,0.166,0.554
0.310,0.084,0.197
0.026,0.737,0.382
0.216,0.839,0.527
0.948,0.071,0.509
0.509,0.732,0.621
0.923,0.042,0.482
0.410,0.556,0.483
0.788,0.877,0.833
0.024,0.900,0.462
0.067,0.371,0.219
0.282,0.110,0.196
0.937,0.073,0.505
0.863,0.948,0.905
0.722,0.661,0.692
0.045,0.474,0.260
0.799,0.071,0.435
0.527,0.144,0.336
0.632,0.082,0.357
0.797,0.963,0.880
0.104,0.440,0.272
0.405,0.268,0.337
0.175,0.498,0.337
0.182,0.894,0.538
0.413,0.534,0.473
0.330,0.542,0.436
0.807,0.839,0.823
0.116,0.103,0.110
0.888,0.521,0.705
0.469,0.580,0.524
0.101,0.415,0.258
0.342,0.924,0.633
0.383,0.575,0.479
0.105,0.710,0.407
0.927,0.019,0.473
0.367,0.433,0.400
0.547,0.633,0.590
0.173,0.238,0.205
0.967,0.531,0.749
0.911,0.396,0.653
0.667,0.298,0.482
0.658,0.878,0.768
0.477,0.208,0.343
0.747,0.237,0.492
0.691,0.391,0.541
0.241,0.941,0.591
0.752,0.068,0.410
0.988,0.482,0.735
0.501,0.426,0.464
0.942,0.345,0.643
0.145,0.853,0.499
0.939,0.800,0.870
0.750,0.458,0.604
0.384,0.732,0.558
0.647,0.976,0.811
0.377,0.781,0.579
0.147,0.936,0.541
0.960,0.296,0.628
0.616,0.905,0.760
0.189,0.073,0.131
0.428,0.996,0.712
0.055,0.448,0.252
0.744,0.904,0.824
0.416,0.520,0.468
0.159,0.527,0.343
0.539,0.366,0.453
0.405,0.507,0.456
0.263,0.592,0.427
0.906,0.451,0.678
0.191,0.702,0.447
0.992,0.793,0.892
0.467,0.349,0.408
0.949,0.511,0.730
0.477,0.270,0.373
0.235,0.081,0.158
0.396,0.744,0.570
0.998,0.161,0.580
0.316,0.868,0.592
0.734,0.019,0.377
0.459,0.287,0.373
0.497,0.389,0.443
0.950,0.053,0.501
0.797,0.656,0.727
0.565,0.727,0.646
0.251,0.274,0.263
0.802,0.843,0.823
0.687,0.825,0.756
0.749,0.408,0.579
0.693,0.488,0.591
0.604,0.198,0.401
0.482,0.446,0.464
0.314,0.995,0.654
0.667,0.963,0.815
0.964,0.307,0.635
0.438,0.061,0.249
0.354,0.812,0.583
0.389,0.886,0.637
0.286,0.228,0.257
0.347,0.105,0.226
0.537,0.818,0.677
0.064,0.087,0.075
0.695,0.803,0.749
0.113,0.498,0.305
0.212,0.773,0.492
0.587,0.146,0.366
0.656,0.554,0.605
0.082,0.318,0.200
0.702,0.699,0.701
0.541,0.112,0.327
0.963,0.267,0.615
0.624,0.681,0.652
0.084,0.630,0.357
0.394,0.747,0.571
0.069,0.143,0.106
0.819,0.726,0.772
0.774,0.626,0.700
0.361,0.823,0.592
0.813,0.370,0.592
0.425,0.689,0.557
0.080,0.871,0.475
0.418,0.526,0.472
0.441,0.539,0.490
0.647,0.531,0.589
0.851,0.065,0.458
0.020,0.394,0.207
0.606,0.149,0.378
0.548,0.765,0.656
0.942,0.853,0.897
0.263,0.515,0.389
0.160,0.719,0.440
0.609,0.279,0.444
0.286,0.333,0.309
0.387,0.702,0.544
0.579,0.321,0.450
0.071,0.073,0.072
0.268,0.885,0.577
0.399,0.306,0.352
0.054,0.583,0.319
0.184,0.105,0.144
0.995,0.471,0.733
0.534,0.494,0.514
0.136,0.395,0.266
0.377,0.024,0.201
0.619,0.089,0.354
0.649,0.645,0.647
0.557,0.988,0.772
0.073,0.503,0.288
0.805,0.817,0.811
0.494,0.215,0.354
0.435,0.958,0.697
0.261,0.000,0.131
0.880,0.552,0.716
0.771,0.151,0.461
0.125,0.058,0.091
0.774,0.243,0.508
0.060,0.385,0.223
0.599,0.195,0.397
0.043,0.440,0.241
0.999,0.827,0.913
0.403,0.822,0.613
0.068,0.625,0.346
0.021,0.689,0.355
0.773,0.404,0.589
0.597,0.002,0.299
0.029,0.053,0.041
0.475,0.054,0.265
0.997,0.169,0.583
0.425,0.835,0.630
0.072,0.356,0.214
0.048,0.344,0.196
0.932,0.362,0.647
0.371,0.947,0.659
0.392,0.800,0.596
0.057,0.525,0.291
0.644,0.705,0.674
0.795,0.703,0.749
0.934,0.196,0.565
0.056,0.949,0.502
0.803,0.303,0.553
0.174,0.952,0.563
0.070,0.234,0.152
0.666,0.254,0.460
0.305,0.934,0.620
0.115,0.439,0.277
0.667,0.997,0.832
0.029,0.365,0.197
0.651,0.631,0.641
0.567,0.590,0.579
0.852,0.305,0.579
0.907,0.452,0.679
0.552,0.460,0.506
0.348,0.404,0.376
0.298,0.806,0.552
0.311,0.597,0.454
0.655,0.464,0.559
0.079,0.834,0.457
0.672,0.618,0.645
0.318,0.416,0.367
0.947,0.625,0.786
0.708,0.520,0.614
0.002,0.108,0.055
0.648,0.617,0.632
0.848,0.476,0.662
0.477,0.278,0.378
0.580,0.422,0.501
0.694,0.946,0.820
0.676,0.554,0.615
0.153,0.611,0.382
0.808,0.636,0.722
0.321,0.009,0.165
0.341,0.875,0.608
0.321,0.745,0.533
0.838,0.732,0.785
0.354,0.600,0.477
0.729,0.939,0.834
0.458,0.875,0.666
0.794,0.045,0.419
0.884,0.655,0.769
0.770,0.380,0.575
0.449,0.198,0.324
0.617,0.248,0.432
0.599,0.815,0.707
0.744,0.323,0.533
0.160,0.692,0.426
0.849,0.151,0.500
0.365,0.114,0.239
0.632,0.157,0.395
0.424,0.541,0.482
0.549,0.390,0.469
0.390,0.883,0.636
0.821,0.543,0.682
0.899,0.172,0.535
0.693,0.155,0.424
0.491,0.878,0.684
0.500,0.380,0.440
0.801,0.323,0.562
0.886,0.285,0.586
0.159,0.033,0.096
0.957,0.655,0.806
0.429,0.496,0.463
0.247,0.464,0.355
0.482,0.732,0.607
0.301,0.489,0.395
0.742,0.461,0.602
0.388,0.118,0.253
0.543,0.056,0.299
0.010,0.437,0.224
0.254,0.263,0.259
0.713,0.581,0.647
0.437,0.039,0.238
0.297,0.415,0.356
0.387,0.206,0.296
0.331,0.764,0.547
0.774,0.721,0.748
0.721,0.549,0.635
0.023,0.598,0.310
0.805,0.697,0.751
0.224,0.657,0.441
0.018,0.622,0.320
0.013,0.953,0.483
0.332,0.233,0.282
0.287,0.679,0.483
0.690,0.728,0.709
0.849,0.465,0.657
0.468,0.803,0.635
0.549,0.089,0.319
0.905,0.474,0.690
0.839,0.309,0.574
0.578,0.889,0.734
0.020,0.332,0.176
0.320,0.692,0.506
0.765,0.238,0.501
0.846,0.293,0.570
0.368,0.604,0.486
0.576,0.636,0.606
0.996,0.662,0.829
0.914,0.593,0.753
0.271,0.926,0.599
0.561,0.693,0.627
0.005,0.707,0.356
0.379,0.525,0.452
0.084,0.715,0.400
0.102,0.454,0.278
0.916,0.864,0.890
0.846,0.165,0.505
0.488,0.070,0.279
0.575,0.521,0.548
0.311,0.418,0.364
0.057,0.275,0.166
0.183,0.938,0.560
0.260,0.848,0.554
0.140,0.749,0.445
0.424,0.343,0.384
0.156,0.061,0.108
0.034,0.344,0.189
0.202,0.607,0.405
0.547,0.425,0.486
0.822,0.636,0.729
0.591,0.420,0.505
0.023,0.740,0.382
0.888,0.922,0.905
0.051,0.146,0.099
0.012,0.268,0.140
0.817,0.848,0.833
0.390,0.928,0.659
0.479,0.507,0.493
0.608,0.069,0.339
0.156,0.519,0.338
0.972,0.878,0.925
0.442,0.660,0.551
0.414,0.121,0.268
0.381,0.352,0.366
0.309,0.126,0.217
0.451,0.874,0.662
0.107,0.348,0.228
0.381,0.414,0.398
0.827,0.315,0.571
0.908,0.138,0.523
0.603,0.049,0.326
0.858,0.439,0.648
0.105,0.993,0.549
0.936,0.955,0.946
0.337,0.720,0.528
0.113,0.426,0.270
0.012,0.265,0.139
0.378,0.462,0.420
0.596,0.607,0.602
0.914,0.357,0.635
0.243,0.542,0.393
0.479,0.807,0.643
0.714,0.072,0.393
0.134,0.854,0.494
0.862,0.243,0.552
0.279,0.549,0.414
0.428,0.176,0.302
0.715,0.524,0.620
0.077,0.937,0.507
0.455,0.269,0.362
0.408,0.490,0.449
0.272,0.772,0.522
0.582,0.998,0.790
0.348,0.137,0.242
0.568,0.666,0.617
0.523,0.027,0.275
0.596,0.604,0.600
0.111,0.775,0.443
0.508,0.109,0.308
0.823,0.629,0.726
0.587,0.495,0.541
0.895,0.915,0.905
0.311,0.764,0.537
0.391,0.993,0.692
0.794,0.880,0.837
0.969,0.636,0.802
0.532,0.039,0.285
0.028,0.821,0.424
0.201,0.803,0.502
0.278,0.792,0.535
0.399,0.269,0.334
0.341,0.474,0.407
0.207,0.490,0.348
0.204,0.459,0.332
0.870,0.988,0.929
0.484,0.369,0.426
0.490,0.156,0.323
0.392,0.220,0.306
0.035,0.735,0.385
0.454,0.414,0.434
0.332,0.165,0.248
0.371,0.696,0.533
0.623,0.863,0.743
0.180,0.745,0.463
0.469,0.707,0.588
0.463,0.851,0.657
0.309,0.326,0.318
0.435,0.717,0.576
0.798,0.205,0.501
0.924,0.654,0.789
0.043,0.370,0.206
0.804,0.490,0.647
0.806,0.410,0.608
0.247,0.962,0.605
0.387,0.436,0.411
0.062,0.892,0.477
0.059,0.569,0.314
0.035,0.308,0.172
0.558,0.977,0.767
0.401,0.464,0.432
0.119,0.462,0.290
0.766,0.169,0.468
0.958,0.437,0.698
0.536,0.271,0.404
0.826,0.572,0.699
0.809,0.691,0.750
0.651,0.918,0.784
0.581,0.077,0.329
0.955,0.796,0.875
0.843,0.824,0.834
0.863,0.325,0.594
0.587,0.518,0.552
0.801,0.176,0.488
0.812,0.240,0.526
0.318,0.113,0.215
0.572,0.811,0.692
0.472,0.563,0.517
0.120,0.921,0.520
0.413,0.196,0.304
0.738,0.676,0.707
0.449,0.287,0.368
0.218,0.039,0.129
0.459,0.728,0.594
0.020,0.332,0.176
0.018,0.617,0.318
0.852,0.140,0.496
0.331,0.923,0.627
0.515,0.207,0.361
0.737,0.236,0.486
0.373,0.785,0.579
0.497,0.677,0.587
0.079,0.464,0.272
0.253,0.618,0.435
0.891,0.191,0.541
0.629,0.651,0.640
0.137,0.030,0.084
0.272,0.222,0.247
0.544,0.409,0.476
0.748,0.431,0.590
0.009,0.005,0.007
0.284,0.360,0.322
0.850,0.796,0.823
0.648,0.657,0.652
0.920,0.263,0.592
0.818,0.003,0.410
0.353,0.064,0.208
0.490,0.191,0.341
0.173,0.513,0.343
0.887,0.138,0.512
0.158,0.574,0.366
0.983,0.577,0.780
0.260,0.775,0.517
0.997,0.908,0.953
0.204,0.220,0.212
0.119,0.878,0.498
0.103,0.541,0.322
0.496,0.419,0.458
0.954,0.418,0.686
0.006,0.790,0.398
0.533,0.844,0.689
0.673,0.174,0.423
0.173,0.874,0.523
0.072,0.296,0.184
0.817,0.019,0.418
0.617,0.312,0.465
0.264,0.513,0.389
0.169,0.357,0.263
0.131,0.983,0.557
0.600,0.269,0.434
0.133,0.630,0.382
0.016,0.811,0.413
0.284,0.373,0.329
0.141,0.744,0.443
0.324,0.101,0.212
0.800,0.997,0.898
0.757,0.402,0.580
0.091,0.817,0.454
0.939,0.955,0.947
0.132,0.789,0.461
0.872,0.825,0.849
0.969,0.226,0.598
0.641,0.541,0.591
0.151,0.982,0.567
0.578,0.823,0.701
0.120,0.010,0.065
0.718,0.972,0.845
0.514,0.887,0.701
0.488,0.027,0.258
0.902,0.399,0.650
0.708,0.110,0.409
0.666,0.938,0.802
0.831,0.322,0.577
0.280,0.356,0.318
0.516,0.897,0.707
0.624,0.765,0.695
0.029,0.838,0.433
0.618,0.086,0.352
0.371,0.578,0.474
0.502,0.761,0.631
0.393,0.935,0.664
0.828,0.255,0.541
0.570,0.042,0.306
0.946,0.022,0.484
0.547,0.649,0.598
0.073,0.628,0.350
0.701,0.146,0.423
0.464,0.414,0.439
0.700,0.004,0.352
0.772,0.611,0.692
0.231,0.146,0.189
0.519,0.313,0.416
0.589,0.745,0.667
0.173,0.368,0.271
0.737,0.485,0.611
0.142,0.006,0.074
0.698,0.517,0.608
0.124,0.714,0.419
0.208,0.965,0.587
0.846,0.766,0.806
0.784,0.804,0.794
0.671,0.311,0.491
0.022,0.635,0.329
0.027,0.030,0.029
0.231,0.295,0.263
0.459,0.016,0.237
0.169,0.400,0.284
0.898,0.798,0.848
0.318,0.148,0.233
0.227,0.408,0.318
0.687,0.596,0.641
0.559,0.099,0.329
0.044,0.564,0.304
0.545,0.661,0.603
0.740,0.904,0.822
0.349,0.391,0.370
0.783,0.045,0.414
0.754,0.999,0.876
0.677,0.264,0.470
0.650,0.465,0.557
0.135,0.123,0.129
0.508,0.800,0.654
0.855,0.527,0.691
0.687,0.571,0.629
0.026,0.567,0.296
0.643,0.223,0.433
0.917,0.626,0.771
0.401,0.139,0.270
0.371,0.660,0.515
0.551,0.056,0.303
0.468,0.700,0.584
0.885,0.894,0.889
0.022,0.519,0.271
0.971,0.787,0.879
0.769,0.233,0.501
0.458,0.171,0.315
0.040,0.235,0.138
0.415,0.740,0.578
0.942,0.271,0.607
0.731,0.679,0.705
0.666,0.513,0.590
0.330,0.451,0.391
0.786,0.746,0.766
0.966,0.389,0.677
0.103,0.376,0.239
0.441,0.853,0.647
0.235,0.910,0.573
0.351,0.526,0.439
0.212,0.301,0.257
0.351,0.622,0.486
0.490,0.509,0.499
0.507,0.613,0.560
0.220,0.280,0.250
0.718,0.431,0.575
0.487,0.247,0.367
0.322,0.401,0.361
0.430,0.040,0.235
0.991,0.228,0.610
0.055,0.006,0.030
0.765,0.877,0.821
0.472,0.635,0.553
0.127,0.132,0.130
0.310,0.432,0.371
0.613,0.314,0.464
0.828,0.911,0.870
0.435,0.632,0.533
0.994,0.191,0.593
0.007,0.601,0.304
0.147,0.713,0.430
0.970,0.126,0.548
0.667,0.228,0.448
0.691,0.198,0.445
0.961,0.514,0.738
0.690,0.171,0.430
0.507,0.193,0.350
0.938,0.684,0.811
0.868,0.704,0.786
0.098,0.099,0.099
0.326,0.302,0.314
0.824,0.136,0.480
0.868,0.917,0.892
0.601,0.283,0.442
0.886,0.796,0.841
0.287,0.664,0.475
0.251,0.191,0.221
0.475,0.053,0.264
0.175,0.279,0.227
0.669,0.530,0.600
0.025,0.395,0.210
0.977,0.838,0.907
0.099,0.059,0.079
0.490,0.176,0.333
0.024,0.619,0.322
0.449,0.770,0.610
0.561,0.394,0.477
0.794,0.695,0.745
0.958,0.380,0.669
0.509,0.326,0.417
0.127,0.232,0.179
0.021,0.468,0.244
0.538,0.046,0.292
0.883,0.177,0.530
0.154,0.454,0.304
0.310,0.090,0.200
0.582,0.678,0.630
0.155,0.453,0.304
0.951,0.845,0.898
0.320,0.117,0.218
0.755,0.674,0.715
0.157,0.851,0.504
